img1,img2,match
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/NederlandseSpreekwoorden/9.jpg,1
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/NederlandseSpreekwoorden/12.jpg,1
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/NederlandseSpreekwoorden/13.jpg,1
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/NederlandseSpreekwoorden/20.jpg,1
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/NederlandseSpreekwoorden/4.jpg,1
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/NederlandseSpreekwoorden/5.jpg,1
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/NederlandseSpreekwoorden/2.jpg,1
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/Hunt-Lenox/5.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/FraMauro/16.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/FraMauro/12.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/FraMauro/10.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/FraMauro/20.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/FraMauro/7.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/FraMauro/6.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/FraMauro/1.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/10000Days.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Meet_the_Wife"".jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Missing_U""_(2013).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1998_Football_League_Cup_Final_programme.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Butcher's_Film_Service"".jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Laughing_Anne""_(1953).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Our_Town""_US_Remix_EP_-_Marshall_Crenshaw.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""BTC_Logo"".jpeg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""It's_a_Grand_Life""_(1953).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1992_European_Cup_Final_programme.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Fast_and_Loose""_(1954).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1907_New_Hampshire_football_team.png,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Keep_Your_Seats,_Please""_(1936).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1927_New_Hampshire_Wildcats_football_team.png,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/1898,_Our_Last_Men_in_the_Philippines.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1979_Alien_Design.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1981–82_Illinois_Fighting_Illini_men's_basketball_team.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1910_Charles_Roberts_MP.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1963_DFB-Pokal_Final_programme.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1977_Thailand_National_Games_logo.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1963_Bandy_World_Championship_logo.jpeg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Recoil""_(1953).png",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1954_Follansbee_High_School_Football_WVSSAC_state_champions.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Chu_Chin_Chow""(1934_film).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/2002_CONCACAF_Gold_Cup_logo.png,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/'Gate_of_Hope',_painted_steel_sculpture_by_Alexander_Liberman,_1972,_University_of_Hawaii_at_Manoa.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/'Against_the_Common_Good_II',_--etching--_and_--aquatint--_by_--Enrique_Chagoya--,_1983.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/'Exhaling_Pearls',_patinated_bronze_sculpture_by_Joseph_Havel,_1993,_Museum_of_Fine_Arts,_Houston.JPG",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1971BillRayJaneFondaAndDaughter.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/'In_The_Flesh'_Season_2_Title_Card.png,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""The_Boys""_(1962_British_film).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1978TogetherForever_20101001.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Carrington_V.C.""_(1955).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1929_William_John_Brown.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/2000_FA_Cup_FInal_programme.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/2001_Memorial_Cup.JPG,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/19730110_Soviet_refuseniks_demonstrate_at_MVD.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1959PanAmericanGamesAlternateLogo.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1988_Remscheid_A-10_crash_site.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1921_Trevelyan_Thomson.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1600_Penn_promo.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1922_Sir_William_Barton.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/'Landscape'_by_Matsumi_Kanemitsu,_1967,_Honolulu_Museum_of_Art.JPG",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Come_Out_of_the_Pantry""_(1935).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Design_for_Loving""_(1962).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1973_All-Ireland_hurling_final_programme.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Black_and_Gold""_-_Sam_Sparro_(music_video_screen_shot).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Mr._Greg""_promotional_art.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1995_UEFA_Cup_Winners'_Cup_Final_programme.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1974ComicArtCon_book.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/10000_denari,_1992-_lice.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1940_Illinois_Fighting_Illini_football_team.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1888_match_girl_strike.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/'Bread_and_Fruit',_oil_on_Masonite_painting_by_Carl_Holty,_1948,_private_collection.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1948–49_Illinois_Fighting_Illini_men's_basketball_team.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1994europeancupfinal.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1979_Daytona_500_program_cover_and_logo.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1896_New_Hampshire_football_team.png,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/100000000_Guinea_Pigs.PNG,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1913lockout.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1967_Major_League_Baseball_All-Star_Game_logo.png,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Conflict_of_Wings""_(1954).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1965_Official_Guide_New_York_World's_Fair.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1921_JGH_Halse.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/'Saddle_Peak',_oil,_acrylic_and_photographs_on_canvas_by_--Lynn_Foulkes--,_1984,_--The_Contemporary_Museum,_Honolulu--.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Baby_Face""_Finlayson.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Image_Sketch""_from_Royal_Space_Force_proposal,_September_1984.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1998_NBA_Finals.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Have_Sex_With_and-or_Buy_Art_From_Me,""_original_painting_by_Sammy_thrashLife.jpeg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Inspector_Hornleigh""_(film).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Babes_in_Bagdad""_(1952).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1932_Maccabiah_logo.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""The_Black_Widow""_(1951).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1941_movie.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1492film.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Tain't_Nobody's_Business_if_I_Do_single_cover.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/'Fury',_found_leather_on_wood_sculpture_by_--Ken_Little--,_1983,_--The_Contemporary_Museum,_Honolulu--.jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1982_2019_poster.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1916_Daniel_Ford_Goddard.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1910_John_Ward.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1984suite.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Ballad_in_Blue""_(1964).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/...But_Seriously_(Remastered).jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""My_Song_for_You""_(1934_film).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/'Eye_Spy_Eros'_by_Susan_Budge.JPG,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Thank_Evans""_(1938).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/2001_Southeast_Asian_Games_closing_ceremony.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Cosh_Boy""_(1953).jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1991_CONCACAF_Gold_Cup_logo.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Rendezvous_in_Paris"".jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1951_All-Ireland_Senior_Hurling_Championship_Final.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,_haystack/wikipedia/1971–72_Illinois_Fighting_Illini_men's_basketball_team.jpg,0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Ellen_Pollock"".jpg",0
_needle/NederlandseSpreekwoorden/21.jpg,"_haystack/wikipedia/""Brothers_in_Law""_(1957).jpg",0
