img1,img2,match
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/Eifel/2e6eebee20804cacab6d5cb9ecac49c6 (2).jpg,1
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/Eifel/depositphotos_171783652-stock-photo-girl-looking-at-the-eiffel.jpg,1
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/Eifel/fc (1).jpg,1
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/chiostro_santa_Maria_del_Gesù/santa_maria_gesu.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/chiostro_santa_Maria_del_Gesù/bta02101.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/chiostro_santa_Maria_del_Gesù/Santa_Maria_del_Gesù_a_Modica.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/chiostro_santa_Maria_del_Gesù/2045-09-28-14-9426.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/chiostro_santa_Maria_del_Gesù/chiostrosantamariadelgesu_modica_033.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/Denker/auguste-rodin-denker-560.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/other/1DCDC7B9A77AF1CD5D922B1657A20A2E6F5D3884.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/other/0DED3CAB2CF04ACFB104A663D78BC12B3DC7802B.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/other/9C96D629F61301D1A3432552DF5D6024DB8460CC.jpg,0
_needle/Eifel/Kopie van 266px-Tour_Eiffel_Wikimedia_Commons.jpg,_haystack/other/2F66EA36D3685312058C62F344836DE17C811F63.jpg,0
